Company;Position;Rate;ApplicationDate;Status;StausDate;Note;Link
Geico; Senior Engineer -.NET (R0061719); 80-215k; 2/23/26; Rejection; 3/23/2026;; https://www.glassdoor.com/job-listing/senior-engineer-net-geico-JV_IC1153837_KO0,19_KE20,25.htm?jl=1010041498885&utm_source=jobalert&utm_medium=email&utm_term=jatimepostedcontrol&utm_content=ja-jobpos2-agept-1010041498885&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1ji3qtb03i8qh807-613a3090cae4237e&cs=1_ec98bf93&s=224&t=JA&pos=102&ja=388890994&guid=0000019c87971fed8c94648fbf75c3d5&jobListingId=1010041498885&vt=e&cb=1771802897672&ctt=1771848237360&srs=EMAIL_JOB_ALERT&gdir=1
Amsive; Software Developer (.Net); ; 2/23/26;Open; 2/23/26;; https://www.glassdoor.com/job-listing/software-developer-net-amsive-JV_KO0,22_KE23,29.htm?jl=1010038655247&utm_source=jobalert&utm_medium=email&utm_term=jatimepostedcontrol&utm_content=ja-jobpos4-age3d-1010038655247&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1ji3qtb03i8qh807-c13771842e5f1e71&cs=1_0dd3cf2e&s=224&t=JA&pos=104&ja=388890994&guid=0000019c87971fed8c94648fbf75c3d5&jobListingId=1010038655247&ea=1&vt=e&cb=1771802897675&ctt=1771848250003&srs=EMAIL_JOB_ALERT&gdir=1
Walter P. Moore and Associates; Senior Back-End Developer (Houston TX) ( job # 2026-4028); 84-1349K; 2/23/26;Open; 2/23/26;; https://www.glassdoor.com/job-listing/senior-back-end-developer-walter-p-moore-JV_IC1140171_KO0,25_KE26,40.htm?jl=1010038371970&utm_source=jobalert&utm_medium=email&utm_term=jatimepostedcontrol&utm_content=ja-jobpos6-age3d-1010038371970&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1ji3qtb03i8qh807-67ebb52350bd1a92&cs=1_4bb6d65b&s=224&t=JA&pos=106&ja=388890994&guid=0000019c87971fed8c94648fbf75c3d5&jobListingId=1010038371970&vt=e&cb=1771802897673&ctt=1771848269252&srs=EMAIL_JOB_ALERT&gdir=1
Enzo Tech Group; Software Engineer; ; 2/23/26;Open; 2/23/26;; https://www.linkedin.com/jobs/view/4376327325/?trackingId=QZOaHr8Dqvq2hs8%2B94PZdw%3D%3D&refId=wHRsi4LSBDbxrbbg4OMvCQ%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=3wc0Naf-xsBY81&trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_0_jobid_4376327325_ssid_14583149764_fmid_mw6pip~mlya4900~jm&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_0_jobid_4376327325_ssid_14583149764_fmid_mw6pip~mlya4900~jm-null-mw6pip~mlya4900~jm-null-null&eid=mw6pip-mlya4900-jm&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWU2YjM4NmM4ZDg0OTlhYTY4YTYyN2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThjNmYwZTY0ZTlhZDliNzJlMzMxM2JmYjM4YmE5ODU5ZGRkYTk4MDk5NjI2NzE4ZTMsMSwx
IMO Health; Software Engineer; 80-120K; 2/23/26;Open; 2/23/26;; https://www.linkedin.com/jobs/view/4332245217/?trackingId=3WZRvSBO23qL%2BE69yj1qug%3D%3D&refId=wHRsi4LSBDbxrbbg4OMvCQ%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=3wc0Naf-xsBY81&trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_1_jobid_4332245217_ssid_14583149764_fmid_mw6pip~mlya4900~jm&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_1_jobid_4332245217_ssid_14583149764_fmid_mw6pip~mlya4900~jm-null-mw6pip~mlya4900~jm-null-null&eid=mw6pip-mlya4900-jm&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWU2YjM4NmM4ZDg0OTlhYTY4YTYyN2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThjNmYwZTY0ZTlhZDliNzJlMzMxM2JmYjM4YmE5ODU5ZGRkYTk4MDk5NjI2NzE4ZTMsMSwx
First American; Senior Software Engineer (R053803); 129-172k; 2/23/26; Rejected; 3/23/2026;; https://jobright.ai/jobs/info/69652c0f2cbf4e44756ea786?utm_source=1121&imp_id=3673496432511879909__instant_push__1771801547199_3110&utm_medium=email
Alliance Health; Net Application Developer (Full-time Remote, North Carolina Based); 92-117k; 2/23/26; Rejected; 3/23/2026;; https://www.glassdoor.com/job-listing/net-application-developer-full-time-remote-north-carolina-based-alliance-health-JV_IC1138956_KO0,63_KE64,79.htm?jl=1010038009693&utm_source=jobalert&utm_medium=email&utm_term=jatimepostedcontrol&utm_content=ja-jobpos2-age4d-1010038009693&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1ji3jn89q21g7000-407d5ec9b9b56ce4&cs=1_2e21a647&s=224&t=JA&pos=102&ja=380629936&guid=0000019c86f30895a68655d89e3b48ab&jobListingId=1010038009693&vt=e&cb=1771795358326&ctt=1771848396690&srs=EMAIL_JOB_ALERT&gdir=1
Leidos; .NET Developer; 4-65/hr; 2/23/26;Open; 2/23/26;; https://www.ziprecruiter.com/jobs/a/b?lk=VXmqX-wEfxs3apzMBGgqZQ&tsid=111000153
The Staffing Firm; .NET Engineer (Job ID 1961) (Cleveland OH-Remote); 130-140k; 2/23/26;Open; 2/23/26;; https://www.ziprecruiter.com/jobs/a/b?lk=Xwxaowfl-7agmZeMoeF3Qg&tsid=111000153
ProClalm Partners, LLC; Sr. Software Developer (Duluth GA - Remote); 105-120k; 2/23/26;Open; 2/23/26;; https://www.ziprecruiter.com/jobs/a/b?lk=iBW2Q_IJkeKtJYpjIl14Ng&tsid=111000153
United Rentals; Sr Analyst, Programmer - OutSystems (Remote) ; ; 2/23/26; Rejected; 3/23/2026;; https://www.monster.com/jobs/search?q=Sr+Analyst%2C+Programmer+-+OutSystems+%28Remote%29&where=Stamford%2C+CT%2C+US&page=1&et=REMOTE&id=6071098a-6f83-4d1d-a418-d938c8b3d1d4&sourceName=distribution_alerts_relevancy&sourceValue=178f8bb6-6c0e-47a5-b6fa-331159af3405&mstr_dist=true&sts=1771775701561&utm_source=email&utm_medium=email_alerts&utm_campaign=nextalerts_lexemelite&utm_term=usen_MCJOBS_ORGANIC&utm_content=ViewJob_text_body
Dutchie; Senior Software Engineer, Traceability Team (Remote); 149-200k; 2/23/26;Open; 2/23/26;; https://www.linkedin.com/jobs/view/4295730766/?trackingId=GyHqqHIBCWjNju73Y%2FI4ZQ%3D%3D&refId=o3a7r9y2ocQTRLjf6RiB%2Bg%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=1McKi0DFmnCY81&trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_0_jobid_4295730766_ssid_14583149772_fmid_mw6pip~mlzcp5pf~bs&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_0_jobid_4295730766_ssid_14583149772_fmid_mw6pip~mlzcp5pf~bs-null-mw6pip~mlzcp5pf~bs-null-null&eid=mw6pip-mlzcp5pf-bs&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWU2YmM4OWNmZDg0NzlhYTk4ODY4N2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThmM2U0YzI0MGE2YzM5NTZhYjAwMjc1MGYwZjE1OWFjZThlYjVlMTNiY2NiYTcwZmQsMSwx
Green Dot; Remote - Sr. Engineer, Software Development; 121-173k; 2/26/26;Open; 2/26/26;; https://www.glassdoor.com/job-listing/remote-sr-engineer-software-development-green-dot-JV_KO0,39_KE40,49.htm?jl=1010037552415&utm_source=jobalert&utm_medium=email&utm_term=jatimepostedcontrol&utm_content=ja-jobpos4-age5d-1010037552415&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1ji5ibajpkupa800-bef27faf9100a008&cs=1_444c70c5&s=224&t=JA&pos=104&ja=378462087&guid=0000019c8b048dc49de2219bda00232e&jobListingId=1010037552415&vt=e&cb=1771861027777&ctt=1771864593917&srs=EMAIL_JOB_ALERT&gdir=1
Nextech Systems; Software Engineer II - JD (Remnote - US); ; 2/23/26; Rejected; 3/23/2026;; https://www.glassdoor.com/job-listing/software-engineer-ii-jd-remote-us-nextech-JV_KO0,33_KE34,41.htm?jl=1010035700033&utm_source=jobalert&utm_medium=email&utm_term=jatimepostedcontrol&utm_content=ja-jobpos8-age6d-1010035700033&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1ji5ibajpkupa800-dc7de695730c93d7&cs=1_34dba451&s=224&t=JA&pos=108&ja=378462087&guid=0000019c8b048dc49de2219bda00232e&jobListingId=1010035700033&vt=e&cb=1771861027777&ctt=1771864616486&srs=EMAIL_JOB_ALERT&gdir=1
Gotham Technology Group; Senior Application Developer; ; 2/23/26; Rejected; 3/23/2026;; https://www.linkedin.com/jobs/view/4375814465/?trackingId=ZtNL9nj6pz0rYmn8JniT2A%3D%3D&refId=gelcTfC7RkvAWzW80wwkoA%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=01Z9DoHbpYBs81&trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_1_jobid_4375814465_ssid_14583149772_fmid_mw6pip~mlxsyz68~ak&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_1_jobid_4375814465_ssid_14583149772_fmid_mw6pip~mlxsyz68~ak-null-mw6pip~mlxsyz68~ak-null-null&eid=mw6pip-mlxsyz68-ak&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWU2YjM4OWM2ZDE0MTlkYTY4ODY5N2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThlMmJmZTI3ZTg4YTlhMTFmODA2M2U2MzJjN2M3M2JiNzBlZmQyNzc2YjRhYWY2NTAsMSwx
Nelnet; IT Software Engineer; 100-135k;2/23/26; Rejected; 3/23/2026;; https://www.linkedin.com/jobs/view/4330572911/?trackingId=WxV5%2BftHfHqKkGc4%2Bamprg%3D%3D&refId=gelcTfC7RkvAWzW80wwkoA%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=01Z9DoHbpYBs81&trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_3_jobid_4330572911_ssid_14583149772_fmid_mw6pip~mlxsyz68~ak&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_3_jobid_4330572911_ssid_14583149772_fmid_mw6pip~mlxsyz68~ak-null-mw6pip~mlxsyz68~ak-null-null&eid=mw6pip-mlxsyz68-ak&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWU2YjM4OWM2ZDE0MTlkYTY4ODY5N2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThlMmJmZTI3ZTg4YTlhMTFmODA2M2U2MzJjN2M3M2JiNzBlZmQyNzc2YjRhYWY2NTAsMSwx
I3 Verticals; Software Engineer; ; 2/23/26;Open; 2/23/26;; https://recruiting2.ultipro.com/IVE1000IVEC/JobBoard/ec3e4530-b925-46c7-8da5-602b6abf81e7/OpportunityDetail?opportunityId=be4553e6-753b-4197-b432-31a886605547
Amentum; Senior Software Developer (support the Atlantic Undersea Test and Evaluation Center); ; 2/23/26; Rejected; 3/23/2026;;   ****  Dream Job!!!! **** https://www.amentumcareers.com/jobs/senior-software-developer-west-palm-beach-florida-united-states-8ea21991-4776-4c60-bad1-5bafbb0134f1
Healthcare Fraud Shield; Backend Software Engineer; ; 2/23/26;Open; 2/23/26;; https://www.linkedin.com/jobs/view/4376818019/?eBP=CwEAAAGcjCGu69WNS5tN-Oj9WgBu9Tbe_O3tDW5dBy3T_0egtY-l571x4R1Cjjd5WgOLZExkBZ-yedOY3zOl__OtTFcgpTCQhdibLKUR14yS2CfIzeTkFwDW_XILet75qeRhDj7IgBk1qff8FX2RFV0v5o7tbaaF0gTTJO60UIKlHzYdgEhv8OL5_P5GTL8cs2kRUJRzb3vZzZvZ0aajFks4vZPlAUNn4qgu5zMez29aAdfzATlq8rngHO4nq5NLYkTYbL3jY2JRedVOK85N8E9XLOGewyw93YvLlB3Fnf47JLIDTOhBXteGgwV2XzMQaNGhEUdjm80fD5zU6T98gnaG8JvMF9TpiKuE4hWDpuUhX89SpBl-2axLTGsadVZYw_nAgzukW-7Fo_lKq-0d_xD0RWU7463frTZBZuXgTX7EB2sq1KQ_9SerkjlAP-o5Dlt_iIwt9VaN-hTvvzGS9ahlFkTuaUe7JiHfOxG3gCrs_mNwZnh3QzLdJ6d3nZHqIgPc9vWLM_ZQdVc8DjB4UfX6D1SbJZPYXkND0syg7RzII8-SHx9-6bU&refId=4VexnnwOgweBNbHkVu55Vg%3D%3D&trackingId=WljRGRgZUzYgURqblSyijQ%3D%3D&trk=flagship3_search_srp_jobs
Gravity IT Resources; Sr. Software Engineer; 65-80/hr; 2/23/26;Open; 2/23/26;; https://www.linkedin.com/jobs/view/4376818160/?eBP=CwEAAAGcjCGu6-5CB8057TkxNA59zElpwd-jR_WLpcrjW193SXrqAtvCvxx8bIHtJcWHYqKm8PSHGG-3w_GQQ2VQyeDmTXmgpRrFsZtcpUt2n4pOiehb_uGQOaZH_bbEFaLEqWGga0nDknc7qTuWcl0-9MlgYlZty95EhzHddgVMrq1iaRCiu_y4B5I7ckOiUa-gQ209eHkg3nx7fpWdnhmgqXDm8DJ5ZMYBGiUiYiAiP_A1gDwlap33VXzgPViGw3cI0GY0jjTRgRfLwzwIy3YGMurPpnA9s922uAqVypdjeXdOvS4_fJKuyRllg03rzeVx9kiGdRoViGeagKR1WKWkv67N_A9GGsDdOTg6vzfkObpr3dKF9C68faUOiYIHtBIZ7SaXpg1RdLr-dBETfJULWiHTpaQF64xEvD9RGC5bKuWZW0RcBWrmxlC56tO4Uo0VI9iLjj3P8fKVieAL9EP3255mNFX6TS3qvuomFeJVR2TwLe56isqMUhmr7UvjOW4YzLkCewjWng8dsWmjgoFnFhw31cWma_-nfZagQlIRE0_Nb25B1buK8g&refId=4VexnnwOgweBNbHkVu55Vg%3D%3D&trackingId=PBkuSMNclPa6y%2BWfM2BcZQ%3D%3D&trk=flagship3_search_srp_jobs
Precision Technologies; Senior .Net Developer (Remote); 50-55/hr; 2/23/26;Open; 2/23/26;; https://www.linkedin.com/jobs/view/4375720651/?eBP=CwEAAAGcjC2jbfGrvoi3agXlB0QcUc2blcf5Pdj26MpKwRLcoHUW5rdUtCiFugKgz_u8FYPpAHLTrRwqIE0-5hYgB-tz3pZe2CQe4Tsd2S9kAA-IcFCZL_ZpIut6SIcGznt6qpfJbV2rFJfE2TfGO1Lmadz-MRyoLr37E1-J3PS_LxyzRjS0oOosz-rmfZx3XHJzQildfw1J_2z2eac4nDBuerkkCkgVJg9Oh798BeCo9QKsA7xTX1T3577BaiBLQ_dP3bG4RcM8j0PJFUGsuflYt2yBEf3IBu7lIYMz4p74LukLMLUYDFee0xpLN5zqr5i5Oi6XTi2a-80_tqggWNGzgbHTP2dhAJm7YHllA_GSyQM3X1nWpo3y_jZKlrQTw-xKaf-iw2tT_P2fkeJVs-luITPToryzgoRTdTDGCsaAPUMC2zK4N4X-LOFirog-DsfPEmLlwZaLpyK8WUvPDPPgPrzxcxIk4fxYrcGcsaErQljt6sb8su1lCIMW89I2WIjjp8ov_hS1Tr6DIDoZouEeDqwAkmR8rcaY1iYAp44STuQ&refId=sZEPgEIsuHGTUmQgpPAB%2BA%3D%3D&trackingId=sIzVvrYEvNLZs%2BujWRPzLw%3D%3D&trk=flagship3_search_srp_jobs
Amicus; Senior Software Engineer; 110-145k; 2/23/26;Open; 2/23/26;; https://www.linkedin.com/jobs/view/4376826425/?eBP=CwEAAAGcjC2jbqiVJWhyogoPFJYTE2UuTgu48Qd8LXws9s6dPIGvk9lhJLzOw_YOQwV1qDOzzVOCjEl1XxDnRuR3b38nnMulX8dkkUo0dBypZdD874BvA-giHtjzutd3OExnRN-BoMJBfR_KJRQ-1KvxcwZvQhHFTtU9JFbLcMawrvB8TmPIMicZbWiK7a1yBwAxp-6OFqol1gpNetKgsGsUFa5ftSjqEJcHTrT6X7kTL4x954aZb04pMaMemqt6H61uv7XGo7O0AankWs9C3kDpZsgH-UhNKGcwCx2_2cMBC2RR2nTBLMA3Z-rCfLhineuvuJz7-s9ImGL-lynGQpo_YWkeq5wq6deVeCwIRCKaUUIcn5a9m5Ke5nIv1WQJ88EIkM005-a9PTlKlqusdndo7Mb6Pu4dxMP4R5UawwaYXchPTaBVjHaWYB_VOshnizboHn3nHgObqSYDAbacoV3ruGQORWSA6RFw2Ti8otCN8QD7vW3rTrKaHFhb4vaHWb1UGM6zaoYccfd7Fbb6MsMdTLJwV0MImcYQmx8cUsRm&refId=sZEPgEIsuHGTUmQgpPAB%2BA%3D%3D&trackingId=yCqNknisK7W%2FsoYAQYR3HA%3D%3D&trk=flagship3_search_srp_jobs
Neogen Corporation (req-10372); .Net Developer; ; 2/23/26;Open; 2/23/26;; https://www.linkedin.com/jobs/view/4375723051/?eBP=CwEAAAGcjC2jbkq5jgdNEkmzu_yXK_M1qoECtq3drE0-qXTqW7_FAPcy4ux6iY6mPNlVwzxaeR0YgIL7ialPc_DAUhHfWdDuJVpUIsFRl7GoBXBeVYCBsFdsZ-fR5P9QUUk3kg0z2lxyshkaJda-j53yvZDtUdVW_IpecQljydMFW5h6F7-HC_30IG0uZOvHZmf6sDJbg5gHELgLLaPVxppGBK6xlRZrtW-K4LPs7nqkdVSFDeV-aEsvCBNZrJHm1BlG15bO73aaD1K6ngVCNCvbeia2lZwb-Lhw5VVJkuQunWyj6x_-1fo__HsT3npURNjgVQ4I25JNNzQguYQBVA2O78fWD1h7cvM1iFPQ31ywggGiiLOXQUbG7MMmoB5kATYFmYsWuI1AV0e8LsnhCbShoehpUa6luLLUqvRcgHaoYqdelkNhUqTxPOvSonkUB9YC9VUxxw4Wnzt7vQVnkPn_OD04hCjUaKqXx_f0ZIJL5cXsfwTJOc1iPzE2O7PTpLguB6bljBtGREzCaKUXINN_x7ROARcsUKzlQhDJNueRMhWcB0oY&refId=sZEPgEIsuHGTUmQgpPAB%2BA%3D%3D&trackingId=lPy0Y7sV9FuT4R7eKIOuOw%3D%3D&trk=flagship3_search_srp_jobs
Concorde, Inc; Senior Dotnet Developer; 130-160k; 2/23/26; Rejected; 3/23/2026;; https://www.linkedin.com/jobs/view/4375720516/?eBP=CwEAAAGcjC2jbkaKMWuSqnqwgzjEUIUeoNPR-6HTnbuDItaRvGwyY0IjsxRb43g3EuTkyis7jdKcrlV7HdckECNHrZ3usk760kjU8VfAsCdVKGapRn0NX-WqsWcm7KLwCj7eXFy9xPZaj4SytJgF1Tc1ZTxqU1bA78jjJz6d139BuGns7JKN--8spVtYnTOOw4FmTifCt_MtYqVK2Rgo6U-MzixkISvi1Ofr3Hql9BSRqp1ukBvSghK9cwVFPHMU3FlHar6avqJG8MfOyr3EFk2wNr3wxg-C5zqN4alst1bHYcQOY0l8CQCi5o796vXbzZWrO6eRkcgOP5UxVtW80RxbGbpZ0FvWTbor-LLeBfhYi89yf58JUM5mMAR_cT07ONlc0TUc630sFVW1u9BqO5onDM9luPI3Oh7nhr38j3h1TjadarsiBVFbaxkFBxH4k30US9wobEk356iLFu9nsbZdPumW-JtAurB8rq2nTqZ64a21qNZXVelnO8uIxM41k7UCH_ma4Ef3DmckydCVAbRiNikeY7zIpjE5BaCh7awKjoGngDpS&refId=sZEPgEIsuHGTUmQgpPAB%2BA%3D%3D&trackingId=BnHQSfepYVJmo2soqVhHOQ%3D%3D&trk=flagship3_search_srp_jobs
FetchJobs.co; Application Developer; 75-95k ; 2/23/26;Open; 2/23/26;; https://www.linkedin.com/jobs/view/4375708836/?eBP=BUDGET_EXHAUSTED_JOB&refId=r61pgch2O2786h6GkyukoQ%3D%3D&trackingId=TMffHZ2w4ixHRv0u4vcYlQ%3D%3D&trk=flagship3_search_srp_jobs
PointClickCare; US- Solution Engineer (Technical Services); 90105k; 2/23/26;Open; 2/23/26;; https://www.linkedin.com/jobs/view/4375761467/?eBP=CwEAAAGcjEIAfMe6u1LG5T79bw4Oo1uw9gV0CySEdmcltuJQQjJqUmDJ8qz-TruEoAM074QWXesTQu5tfDUjZx8I-nH0K_Amp5UX5EqfWkwXMSurfwlh_lhkOPRTfXqrcwq0E4PWixSx5TG9rAr3WB8NexNle1Pa4iWoCSAnAXzB-SLbomlJ1Q2qD4B2t-sAuU3yCclB1bkShhNZUSbFG27ZOUdKd4XvHUkNBEsmkPsU3auFLMgsfcCnzCy8oTNE7o9z_aBcvC6sKCZCge4XctRfOmLrz433S55WsaLCKr7BfU3rQxfGF6YQ4j1xu7TtuDD8_vg5il910v7MyuTdSlKRX-dCuW2zYjSqrIEfMcXMvc6mqDMXo3bfCHqkK6ETWKpRDStSolJiUu7XwTncYT45-xLW8Y53d4HCjE1JbXtenb-HkH7-SzX816rsXFbXJEQZLJFRyEh0A7prT-seAdOZUg73AIJv8jUngf068izNxFiLEpxoV3h40mWbEWqhlSlMILhkvlcnANd0sBAOtiEiW_H2NZx73T8R&refId=r61pgch2O2786h6GkyukoQ%3D%3D&trackingId=qTvYj9DsJVcZU65CKe%2FzIg%3D%3D&trk=flagship3_search_srp_jobs
Rescale; Software Engineer, Backend Engineer; 90-160k; 2/23/26;Open; 2/23/26;; https://www.remotehunter.com/apply-with-ai/e9afd888-d3a0-4dd3-b2f2-99cd0ac88f5b
ePremium Insurance Agency (Inhabit) (Knoxville); .Net Developer; ; 2/24/26;Open; 2/24/26;; https://www.glassdoor.com/job-listing/net-developer-epremium-insurance-company-JV_IC1144394_KO0,13_KE14,40.htm?jl=1010042799313&utm_source=jobalert&utm_medium=email&utm_term=jatimepostedcontrol&utm_content=ja-jobpos1-agejp-1010042799313&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1110586&jrtk=5-yul1-0-1ji6p3mbsj738801-9cf63c491fb9259d---6NYlbfkN0DQbdzKsPae_j8S1KV5tcZN62C7Qspssp0gp0fq1BIgugr9s_hQrKwx09iEQxtH8itClZvC-0bF-X412T-bXXeX8XaVJt-Hg6ED30HJROgbodbtF6R_A5F_xI3fuLNCfo1wQqadL_7lCqTmz-Fb89k_H0Fb-OOCcHF9kfVx6wG4ADz-lNyaw93XuUcxL2mqUn3pylw45vx2LOBaQQOdVxRoYVx4AUR_TOz7IXpnB1BX8Y4VuxhqiJqV5n6P_5zvuPTh7SebilnqUP4gadh0GktQQAwiUWsoABB80f1i5_zgl1gkpLvkNJDmkGuaOKN6TYS31fiQQJNsAFcehbMUfWgB6KBOLmfPCPA3d4a_M9TkwBUijUxqSwXjISqvlwPnUflWbq7gNdEzRKPDSGlNcQvfXnt1wIDsZ1BeVY6wgXbE6nmOPhMO4h2XBmgAtc0AwQtKe6gtUmxHmjq9ZWGAC2t1ZOkYSKmXNGk3LNilJfmabxZBgcrCGmvOmXJ8V9gRNlUqytIMBj5-mfnK_D0QzipSFfxJKL_IUre_wUO4TQZB0U9kbxPYR1QMXq3NYUCuiGI1A7hm7qDCfKtCA6hzHunLNVXoK3cfKfeg7Hj7Y3QYQE_DY28gH63UY5KaYEiMDfFQJAwMhik7PqbzalIncKiZ8D40YliEO-5Unk5TTpvqbh_vRMAfP-qeDn_ejkBWQznxAoOy5Cv6T-UfV7B8Xhh_4Sat1m6KULKdbzRK6XAxGHBmGVGjzMpaM386t2Nfw53DjWe1GTa2-kzKSrLbNmCHVZ6F-HKcdRl6HCE3RPQA7VOMAr1GDt_6-vupmCEeBr9ThtijaoLPP4hMcXp2Rd5_RCQ7_cPmhEFbVxftGIuOgYsOLl6F3vD8Zpfj98AwoeHh8eEYPB-6EKsvhWrbZu_YHEXVo8Df1uudk-b9gFrIsUniVujn0fCk&cs=1_3286ac95&s=224&t=JA&pos=101&cpc=6FC5BA77C9A4CD78&ja=377506142&guid=0000019c8d60d7ffbb4a92978a900019&jobListingId=1010042799313&ea=1&vt=e&cb=1771901673000&ctt=1771937300275&srs=EMAIL_JOB_ALERT&gdir=1
Seismic; Senior Software Engineer II - Backend - AI Search; ; 2/24/26;Open; 2/24/26;; https://www.glassdoor.com/job-listing/net-developer-epremium-insurance-company-JV_IC1144394_KO0,13_KE14,40.htm?jl=1010042799313&utm_source=jobalert&utm_medium=email&utm_term=jatimepostedcontrol&utm_content=ja-jobpos1-agejp-1010042799313&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1110586&jrtk=5-yul1-0-1ji6p3mbsj738801-9cf63c491fb9259d---6NYlbfkN0DQbdzKsPae_j8S1KV5tcZN62C7Qspssp0gp0fq1BIgugr9s_hQrKwx09iEQxtH8itClZvC-0bF-X412T-bXXeX8XaVJt-Hg6ED30HJROgbodbtF6R_A5F_xI3fuLNCfo1wQqadL_7lCqTmz-Fb89k_H0Fb-OOCcHF9kfVx6wG4ADz-lNyaw93XuUcxL2mqUn3pylw45vx2LOBaQQOdVxRoYVx4AUR_TOz7IXpnB1BX8Y4VuxhqiJqV5n6P_5zvuPTh7SebilnqUP4gadh0GktQQAwiUWsoABB80f1i5_zgl1gkpLvkNJDmkGuaOKN6TYS31fiQQJNsAFcehbMUfWgB6KBOLmfPCPA3d4a_M9TkwBUijUxqSwXjISqvlwPnUflWbq7gNdEzRKPDSGlNcQvfXnt1wIDsZ1BeVY6wgXbE6nmOPhMO4h2XBmgAtc0AwQtKe6gtUmxHmjq9ZWGAC2t1ZOkYSKmXNGk3LNilJfmabxZBgcrCGmvOmXJ8V9gRNlUqytIMBj5-mfnK_D0QzipSFfxJKL_IUre_wUO4TQZB0U9kbxPYR1QMXq3NYUCuiGI1A7hm7qDCfKtCA6hzHunLNVXoK3cfKfeg7Hj7Y3QYQE_DY28gH63UY5KaYEiMDfFQJAwMhik7PqbzalIncKiZ8D40YliEO-5Unk5TTpvqbh_vRMAfP-qeDn_ejkBWQznxAoOy5Cv6T-UfV7B8Xhh_4Sat1m6KULKdbzRK6XAxGHBmGVGjzMpaM386t2Nfw53DjWe1GTa2-kzKSrLbNmCHVZ6F-HKcdRl6HCE3RPQA7VOMAr1GDt_6-vupmCEeBr9ThtijaoLPP4hMcXp2Rd5_RCQ7_cPmhEFbVxftGIuOgYsOLl6F3vD8Zpfj98AwoeHh8eEYPB-6EKsvhWrbZu_YHEXVo8Df1uudk-b9gFrIsUniVujn0fCk&cs=1_3286ac95&s=224&t=JA&pos=101&cpc=6FC5BA77C9A4CD78&ja=377506142&guid=0000019c8d60d7ffbb4a92978a900019&jobListingId=1010042799313&ea=1&vt=e&cb=1771901673000&ctt=1771937300275&srs=EMAIL_JOB_ALERT&gdir=1
