Company;Position;Rate;ApplicationDate;Status;StausDate;Note;Link
Effervescent Consulting; Application Developer; 70-80/hr; 5/21/26;Open; 5/21/26;; https://www.glassdoor.com/Job/index.htm?utm_source=jobsForYou&utm_medium=email&utm_content=jobs-for-you-jobsForYou-jobpos2-age13d-1010126534543&utm_campaign=jobsForYou&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-1-1jp5bgguogc1f800-8ee9d5f7500f5c8f&cs=1_85b07f77&s=362&t=REC_JOBS&pos=102&guid=0000019e42ec8b789e580b2ff46d3554&jobListingId=1010126534543&ea=1&rdforyou=true&vt=e&cb=1779370051340&gdir=1
Cyncly; .Net Developer; 75-110k; 5/21/26; Rejected; 5/22/2026;; https://fa-ewdg-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CynclyJobs/job/2512/?utm_medium=career+site&utm_source=job+alert
Infinity Software Development; Senior Software Engineer across a wide array of tech stacks; 80-125k; 5/21/26;Open; 5/21/26;; https://www.glassdoor.com/job-listing/senior-software-engineer-across-a-wide-array-of-tech-stacks-infinity-software-development-JV_KO0,59_KE60,89.htm?jl=1010140614690&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos10-agept-1010140614690&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jp4bev52h74p800-07c4e4c98f3e484e&cs=1_eb0ce3de&s=224&t=JA&pos=110&ja=388890994&guid=0000019e477a256b9e9a788fed4c4225&jobListingId=1010140614690&ea=1&vt=e&cb=1779336445328&ctt=1779371023787&srs=EMAIL_JOB_ALERT&gdir=1
Edmunds.com (CarMax); Software Engineer; 125-159k; 5/21/26; Rejected; 6/1/26; Rejection Received; https://www.glassdoor.com/job-listing/software-engineer-edmunds-com-JV_IC1146873_KO0,17_KE18,29.htm?jl=1010141024587&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos4-agejp-1010141024587&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jp48vb7t22rq001-7eb0068bed2158fe&cs=1_2a209f1e&s=224&t=JA&pos=104&ja=402221199&guid=0000019e47435cff8b919bd88f28e83b&jobListingId=1010141024587&ea=1&vt=e&cb=1779333836438&ctt=1779371089217&srs=EMAIL_JOB_ALERT&gdir=1
Subaru of America Inc.; Sr. Software Engineer; 116-127k; 5/21/26;Open; 5/21/26;; https://www.glassdoor.com/job-listing/sr-software-engineer-subaru-of-america-JV_IC1127087_KO0,20_KE21,38.htm?jl=1010139586159&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos5-age1d-1010139586159&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jp48vb7t22rq001-d6bedb23ecbbc9a4&cs=1_bccdeaef&s=224&t=JA&pos=105&ja=402221199&guid=0000019e47435cff8b919bd88f28e83b&jobListingId=1010139586159&vt=e&cb=1779333836434&ctt=1779371096089&srs=EMAIL_JOB_ALERT&gdir=1
Mouri Tech; Senior Software Engineer I (Sr .NET Developer) : 100% REMOTE; ; 5/21/26;Open; 5/21/26;;
Tria Federal; Sr. .NET Developer; ; 5/21/26;Open; 5/21/26;; https://jobright.ai/jobs/info/6a0e62f547fea1610bca9df5?utm_source=1121&imp_id=3673496432511879909__instant_push__1779329452232_2558&utm_medium=email
Benelynk; Sr.Software Engineer; 150-175k; 5/21/26;Open; 5/21/26;; https://www.indeed.com/viewjob?jk=16851f654e92fc20&tk=1jp3mofsjgie1803&from=serp&vjs=3
SIAA; Software Engineer; ; 5/21/26;Open; 5/21/26;; https://www.indeed.com/viewjob?jk=9b21a2bc266055c4&tk=1jp3mofsjgie1803&from=serp&vjs=3
Mind Computing; C#/.NET Developer (Remote Opportunity); 105-115k; 5/21/26; Rejected; 5/22/2026;; https://www.indeed.com/viewjob?jk=a94809c786949c48&tk=1jp3mqrrcgnkr801&from=serp&vjs=3
Clubessential; Software Engineer; ; 5/21/26;Open; 5/21/26;; https://www.indeed.com/viewjob?jk=2ab8e23664827927&tk=1jp3mru4dgnjf800&from=serp&vjs=3
Bloomerang; Software Engineer; 107-130; 5/21/26; Rejected; 5/26/26; Rejection received; https://jobright.ai/jobs/info/6a0e334080bf0430c762a940?utm_source=1121&imp_id=3673496432511879909__instant_push__1779318065917_6734&utm_medium=email
Codeworks IT Careers; Senior Software Engineer; ; /21/26; Rejected; 5/22/2026;; https://www.linkedin.com/jobs/view/4415665761/?trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_2_jobid_4415665761_ssid_15257593108_fmid_mw6pip~mpd1p6y3~bx&refId=%2FVDfbZmbM%2FKOCu2%2BHkMUdw%3D%3D&trackingId=W6DLA9nu%2BYxma5RuMeRtRQ%3D%3D
Blu Omega; Senior .Net Developer; 145-160k; 5/21/26;Open; 5/21/26;; https://www.glassdoor.com/job-listing/senior-net-developer-blu-omega-JV_KO0,20_KE21,30.htm?jl=1010138772991&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos7-agept-1010138772991&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jp16d6tf2mdq000-0e5e874bdc6d9ec9&cs=1_d2ff6e23&s=224&t=JA&pos=107&ja=380629936&guid=0000019e41afd296ac8b9034b5ce5aa5&jobListingId=1010138772991&vt=e&cb=1779230481701&ctt=1779232614785&srs=EMAIL_JOB_ALERT&gdir=1
Milestone Technologies, Inc.; Senior Engineer - (NPW) (12743); ; 5/21/26;Open; 5/21/26;; https://www.dice.com/job-detail/54e1347a-9803-4d84-9daa-5e999cd44375
Motion Recruitment Partners, LLC; Sr. Backend Engineer; 200-250k; 5/21/26;Open; 5/21/26;; https://www.dice.com/job-detail/71e21910-e616-4319-aead-ed0e94da17f8
Cypress Consulting; Senior Application Developer -- 100% remote - Must be US Citizen due to clearance; 140-170k; 5/21/26; Rejected; 5/30/26; Rejection Received; https://www.indeed.com/viewjob?cmp=Cypress-Consulting&t=Senior+Application+Developer&jk=2b4c76583a86ba36&q=c%23&xpse=SoC-67I3jhJgnTS4xp0LbzkdCdPP&xfps=a5d3f2e9-dd71-4d82-8c56-024c9240bf3b&xkcb=SoAT67M3jhJYVZSenh0JbzkdCdPP&vjs=3
Amentum; Junior Software Engineer for Naval Research Technology R0161491; 85-105k; 5/21/26; Rejected; 6/1/26; Rejection Received; https://www.indeed.com/viewjob?jk=048bfa30296a4318&tk=1jp10sqlsg6j2803&from=serp&vjs=3
Workiva; Software Support Engineer; 68-108k; 5/21/26;Open; 5/21/26;; https://www.glassdoor.com/job-listing/software-support-engineer-workiva-JV_KO0,25_KE26,33.htm?jl=1010138514700&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos11-agept-1010138514700&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jp0b7fhah74s800-c0e6ba5b0b1d83cc&cs=1_4426e373&s=224&t=JA&pos=111&ja=378462087&guid=0000019e409c91cd994fe1e44144563d&jobListingId=1010138514700&vt=e&cb=1779201982271&ctt=1779209039371&srs=EMAIL_JOB_ALERT&gdir=1
Jobot Consulting (Plynouth Meeting PA) (Dan Urbaniak); .NET API Developer; 45-60/hr; 5/21/26;Open; 5/21/26;; https://jobot.com/details/-net-api-developer/dc2d345a06?utm_source=DigestAlert&utm_campaign=A&utm_medium=SimilarCandidate_JobTitle
Crate and Barrel; Software Engineer; 85-115k; 5/21/26;Open; 5/21/26;; https://www.glassdoor.com/job-listing/software-engineer-crate-and-barrel-JV_KO0,17_KE18,34.htm?jl=1010130990639&utm_source=jobactivity&utm_medium=email&utm_term=jobactcommodvar&utm_content=jas-recentjobs-jobpos1-noage-1010130990639&utm_campaign=jas&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-3-1jov927nh24s8h00&cs=1_2af67a0e&s=239&t=JA&pos=106&guid=0000019e3e911eda92415bf3f0c59a03&jobListingId=1010130990639&vt=e&cb=1779166158696&ctt=1779209281372&gdir=1
Great Value Hiring; Backend Engineer; 60-120/hr; 5/22/26;Open; 5/22/26;; https://www.linkedin.com/jobs/view/4407957237/?trk=eml-email_jobs_viewed_job_reminder_01-job_card-0-jobcard_body_4407957237&refId=tz5FdduVSDSYZshuYIluAA%3D%3D&trackingId=QPX3f230QZ6dqujd4MdMZg%3D%3D
Aledade, Inc. ;Software Engineer II - Backend;; 5/22/26;Open; 5/22/26;; https://www.linkedin.com/jobs/view/4411865134/?trk=eml-email_jobs_viewed_job_reminder_01-job_card-0-jobcard_body_4411865134&refId=UKvKAdahTB%2BmepLdFwjh8A%3D%3D&trackingId=pA75qUkoQB6z2rYXOVbEGg%3D%3D
Embrace ;software Engineer (.NET)\- Edtech Group;; 5/22/26;Open; 5/22/26;; https://jobright.ai/jobs/info/6a0f56759f654b3359ce48e7?utm_source=1121&imp_id=3673496432511879909__instant_push__1779421360599_9898&utm_medium=email
Rezdy; Senior Software Engineer; ; 5/22/26;Open; 5/22/26;; https://www.linkedin.com/jobs/view/4417797671/?trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_0_jobid_4417797671_ssid_15257593108_fmid_mw6pip~mpgz5sel~7p&refId=tiSLquOEXKSS3n8YNXa0PQ%3D%3D&trackingId=WEc6YIOQa%2Fetfo8OSAWTfg%3D%3D
Enterprise Mobility; Senior Software Engineer - .NET/C#; 115-159k; 5/25/26;Open; 5/25/26;; https://www.glassdoor.com/Job/index.htm?utm_source=jobsForYou&utm_medium=email&utm_content=jobs-for-you-jobsForYou-jobpos4-age30d-1010097004825&utm_campaign=jobsForYou&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-1-1jpfe75e6gc2r800-a0d1c476137ca861&cs=1_2c4d949f&s=362&t=REC_JOBS&pos=104&guid=0000019e578f07e08b0399eca478d8ef&jobListingId=1010097004825&rdforyou=true&vt=e&cb=1779708434578&gdir=1
SiriTech Solutions Corp; Application Developer Analyst - W2; ; 5/25/26;Open; 5/25/26;; https://jobright.ai/jobs/info/6a13a7db69bd827926af8a74?utm_source=1121&imp_id=3673496432511879909__instant_push__1779680432246_1457&utm_medium=email
OneStream Software; Software Engineer I; 104-130k; 5/25/26;Open; 5/25/26;; https://jobright.ai/jobs/info/6a13a7db69bd827926af8a74?utm_source=1121&imp_id=3673496432511879909__instant_push__1779680432246_1457&utm_medium=email
V-Centrix-US LLC; Sr. Software Engineer; 40-50/hr; 5/26/26;Open; 5/26/26;; https://www.dice.com/job-detail/4feadd99-d4ba-4594-8cfa-50de82add443
Cencora; Sr. Full-Stack Engineer; ; 5/25/26;Open; 5/25/26;; https://www.dice.com/job-detail/4de88434-583b-4ae5-ab5c-5997b99a5387
B2B Technology; .NET Full Stack Developer; ; 5/25/26;Open; 5/25/26;; https://www.dice.com/job-detail/19418ecb-3cfb-46ac-bf6f-64650b397898
FutureTech; Lead Software Engineer; ; 5/25/26;Open; 5/25/26;; https://www.dice.com/job-detail/f6c32921-a315-4de0-baf4-b4481ebd9acd
E-AIM; application Architect .NET; ; 5/25/26;Open; 5/25/26;; https://www.indeed.com/viewjob?jk=e80dd47635e2159d&q=c%23&l=Remote&tk=1jpe2kkpdgan2801&from=web&advn=3570162041912728&adid=462439645&ad=-6NYlbfkN0Ax5WKGL7DdG-hBM_5yqlLi_M1DgdXvlX2bKCktkh-hWxOr9ymtyAFEeOZ7wJvdqVC33libXUP5XwTziix_N4sxENCU4SmfztUU5VxA-GmOxOPDmGq0L9n4BRQmNEyetv3EoH7OiDuEWDorxcieiFfQHFZFQ1sj94utIu6v1eTuWQVW7YPg37ufU8GZO3c9LbvAyLYVPz-_E2heF0qAFO9GfQ7bC8d4AYI5fuoeKm_PKMFsGLiAgpFnGX19srHbilKyu3rqyROo0aKHgOhb6p7il86TDBV_p4C0DhbcaFEkYfMjfXICuWkyWePiwzk0rp1aJ5yG9ynCW-WR2x0ZcBSsEqUF1z2YH2hEK8xp3WzpF3-09F-uIRed-DQmsyC3Ca2Zi5j7EoUhjdWcLOJ1ZFAgikFAGc4xAEsp0M6sKa6TfPOSaaOAh4LZznhTLFz7_-e51COAyckFFHvTGe__AWzEsIWBtH8aVreb_8Kz9ZeDGAEgRzYXmgAeCs2USA8EHVacubLpPa3Gmi6GvzLHJ7UChh-5CbP00BxdOsrpmrJdy7TDtdMWgItWvshFH8LP4NFm_2yjOdgVrFzzIxvRl-STyjT4lWDm1gCl7JInMM6d1OxTa4hGXngM1JFITtvAuiw%3D&pub=4a1b367933fd867b19b072952f68dceb&camk=C3EPSzFlQw-GUIovjPGsnQ%3D%3D&xkcb=SoCQ6_M3juNdRRSEZJ0LbzkdCdPP&xpse=SoC16_I3juNbwCy4lR0ObzkdCdPP&xfps=16960a58-4073-4a1e-90ac-b91042240006&vjs=3
E-AIM; .NET Web Application Developer - Senior / Mid-Level / Junior; ; 5/25/26;Open; 5/25/26;; https://www.indeed.com/viewjob?jk=e1f040440bb03aa6&q=c%23&l=Remote&tk=1jpe2kkpdgan2801&from=web&advn=3570162041912728&adid=462439587&ad=-6NYlbfkN0Ax5WKGL7DdG-hBM_5yqlLi_M1DgdXvlX2bKCktkh-hWxOr9ymtyAFEx-YhoEso3YxaO3gAI8QKvFGomjCxGC0g1jtGdfYfLnOtq3Hb9GhGIlSyiCicW1j3tKtIKp5XtML9ry_SEgA3QJZzNlgfz__2BC7lDm_45Ll8y7bFRzehuFNYbn0guK4H6HuLcewICAAtrfPY-6s6DAH-DgqUTh34VehY3Z01Y07QCZKjltH-6hKHRjbtipwHorHgVQlXaXFc-UUlQgGRrBTZimZi82c0eE5rbLU2tmVLpO8kyHH-gVJcorb9kqPM3RcXud_ut_hiEVn5YwXdyBrMZRGdtzvJqOks1GuP63I0YqKJiMBBc2m45SFVzmtWkui3-XWrCaUKIB5QmsyjzBw8sT5e7rUcmytLddcqlnq7wRZfiWjsrm25sHJd4zXnz9CVwZCMNlvSrN3wgNA9h1L7YicS83uq5H_avOsM70xm5tlGUKhJUqGuaQKrVa4UpLrKxXyf24ePZZrmchJ5IL_Dy6RTtnzWtHZ94IVzKHF-wx6NzheEHU_hRKllSjVGx0m794tKg6XtBFqk78Hv4_XTKaKq7tN0_iT9dpNBFDjv1JN3me1egAPba7DKI65k8CLY3Y9-i9w%3D&pub=4a1b367933fd867b19b072952f68dceb&camk=C3EPSzFlQw9dR0q89qOKmg%3D%3D&xkcb=SoAk6_M3juNdRRSEZJ0KbzkdCdPP&xpse=SoCr6_I3juNaycySp50IbzkdCdPP&xfps=820b98de-70ea-4da2-87ed-41bc3df3b515&vjs=3
Wellsky; Staff Software Engineer; ; 5/25/26; Rejected; 5/29/26; Rejection Received; https://www.indeed.com/viewjob?jk=ca427129f048a51e&tk=1jpe2lo1ag5iv800&from=serp&vjs=3
Transflow; Lead .NET Developer; ;5/25/26;Open;5/25/26;; https://www.indeed.com/viewjob?jk=39f514e6f24bb263&tk=1jpe2ns16g4jc800&from=serp&vjs=3
Thomas and Company; Sr. Full Stack Developer (.NET/Angular); 70-90/hr; 5/25/26;Open; 5/25/26;; https://www.indeed.com/viewjob?jk=6999aec645ca647d&tk=1jpe2ns16g4jc800&from=serp&vjs=3
A&B Business Solutions; Senior .NET Developer; ; 5/25/26;Open; 5/25/26;; https://www.indeed.com/viewjob?cmp=A-%2526-B-Business-Solutions&t=Senior+.NET+Developer&jk=dd98856963b5bffc&q=c%23&xpse=SoC767I3juNmSPyQ0x0LbzkdCdPP&xfps=6f67c8ea-3ba2-4df9-8927-2f7ce023ef70&xkcb=SoDd67M3juNpgkySj50DbzkdCdPP&vjs=3
CGI; Sr. IT Audit Support (Knoxville J0526-0698); 89-117k; 5/25/26;Open; 5/25/26;; https://www.ziprecruiter.com/jobs/cgi/sr-it-audit-support?lvk=29EO9OZkEKdYao_33KIkXw
CGI (Lensa?); Solution Architect (Knoxville J0526-1988); 102-223k; 5/25/26;Open; 5/25/26;; https://www.ziprecruiter.com/jobs/cgi/solution-architect?lvk=u5QI9HZONycYdhTBaxXI9w
Auto Approve; software Engineer; ; 5/25/26;Open; 5/25/26;; https://www.linkedin.com/jobs/view/4418417240/?trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_1_jobid_4418417240_ssid_14583149764_fmid_mw6pip~mpkb6sew~ab&refId=ktnPoa9nQRpb8XhWA3KTmQ%3D%3D&trackingId=CrrKN7yDPhMq4ZoZLA5v5Q%3D%3D
Arrowhead Programs; Full Stack Developer; 130-140k; 5/25/26;Open; 5/25/26;; https://www.linkedin.com/jobs/view/4414349491/?trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_4_jobid_4414349491_ssid_14583149764_fmid_mw6pip~mpkb6sew~ab&refId=ktnPoa9nQRpb8XhWA3KTmQ%3D%3D&trackingId=0uIfBo7NS2%2FTeRMNM64OPg%3D%3D
Radformation; Senior Software Engineer; ; 5/25/26; Rejected; 5/26/26; Rejection Received; https://www.glassdoor.com/job-listing/senior-software-engineer-radformation-JV_KO0,24_KE25,37.htm?jl=1010139948210&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos5-age4d-1010139948210&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jpdpnnaggb25800-3c19402be84e264b&cs=1_033e4835&s=224&t=JA&pos=105&ja=380629936&guid=0000019e5b6f076e9071e7d229eaf05e&jobListingId=1010139948210&ea=1&vt=e&cb=1779653402245&ctt=1779715474399&srs=EMAIL_JOB_ALERT&gdir=1
Symmetry Lending; Senior Software Engineer; 145-165k; 5/25/26;Open; 5/25/26;; https://www.glassdoor.com/job-listing/senior-software-engineer-symmetry-lending-JV_KO0,24_KE25,41.htm?jl=1010142066076&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos8-age3d-1010142066076&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jpdpnnaggb25800-1422b190c43693a0&cs=1_d91122e1&s=224&t=JA&pos=108&ja=380629936&guid=0000019e5b6f076e9071e7d229eaf05e&jobListingId=1010142066076&ea=1&vt=e&cb=1779653402245&ctt=1779715484954&srs=EMAIL_JOB_ALERT&gdir=1
Lumovy Technology solutions; .Net Tech Lead - Retail (GCP/Azure, OMS); ; 5/25/26; Rejected; 5/26/26; Rejection Received; https://jobright.ai/jobs/info/6a149602dc845f4be5bd281d?utm_source=1121&imp_id=3673496432511879909__instant_push__1779734737514_4968&utm_medium=email
FullStack; Principal Software Engineer (.NET + Data) - Remote - USA; ; 5/25/26; Rejected; 5/22/2026;; https://jobright.ai/jobs/info/69abb1212747003c3d514ce8?utm_source=1025&imp_id=3673496432511879909__digest_job_alert__1779730031866_732&utm_medium=email
Halvotec Group; Fullstack-Developer .NET, C#, .NET, React, TypeScript (m/w/d); ; 5/25/26; Rejected; 5/22/2026;; https://jobright.ai/jobs/info/6a13d2c783d714428983248e?utm_source=1025&imp_id=3673496432511879909__digest_job_alert__1779730031866_732&utm_medium=email
Amentum; Program Engineer (J id- R0161575); ; 5/25/26; Rejected; 5/27/26; Rejection Received; https://www.amentumcareers.com/jobs/program-engineer-west-palm-beach-florida-united-states?cid=346501a3a39b9c11575e321385857b20&utm_campaign=Job+Alert&utm_content=job_alert&utm_medium=email&utm_source=job_alert
Talenzen; Software Developer; 119-144k; 5/25/26;Open; 5/25/26;; https://www.glassdoor.com/job-listing/software-developer-talenzen-JV_KO0,18_KE19,27.htm?jl=1010144545579&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos6-agept-1010144545579&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jpfpq4dukgqn800-e0d2ad27ff22629f&cs=1_875f7bbb&s=224&t=JA&pos=106&ja=399775333&guid=0000019e5f82ce8584401bddde99ee07&jobListingId=1010144545579&ea=1&vt=e&cb=1779720590024&ctt=1779735561237&srs=EMAIL_JOB_ALERT&gdir=1
Edia; Senior Backend Engineer; 180-250k; 5/25/26;Open; 5/25/26;; https://www.linkedin.com/jobs/view/4368250633/?trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_3_jobid_4368250633_ssid_15257593108_fmid_mw6pip~mpldrnuv~yv&refId=gjERqpfCoQrAkjxIXDZtHw%3D%3D&trackingId=WhqM2gfAKK2pKmPLv62RPQ%3D%3D
Brook & Whittle; Automation Engineer; ; 5/25/26; Rejected; 6/8/26; Rejection Received; https://www.glassdoor.com/job-listing/automation-engineer-brook-whittle-JV_KO0,19_KE20,33.htm?jl=1010140990587&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos3-age4d-1010140990587&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1110586&jrtk=5-yul1-0-1jpg8cn9jgbmn800-7ecf24f71ea50bb3---6NYlbfkN0ChE6GhBkDkKcmHnOQ2eUIo6PtbKCPEXK0ckpFbqQcFbmq-B0RUAXra2eU-nXg-HFEwz617_WvvkhnM00m7ulK3TPqFQTv3VM1OdV_qVxoyl3MWFtkEgwDFITI2L8o8dTrKfI9J9pwK3ru7Pu5aTbURzC6yBiKjEukj19YgUJBV9aJCeVlnp1sM3CA3WiFuhUMdGknzUVwAeXC_BcF2PMPB1YjJHw9JAxWgqiJY5Wmw86KQlbYXDQVNgh_ipHDo83i5gSYUD1vJUnC3NAam6PMPZ9uKLVNBVbAQ1LcjhWM7zIK35kFoBXDEUtotsL3VOoYI4oRRPNrQ-WNUe3VQ68oizZfFyul_YUNjwqct609gmt98it5SYl5qYmU4t-BNYUeYwFiffXtHcn68Pd1xR2JDnngcYahbHSdDV7P_OjZP2soQ2zOp-tzxTsxtYLPqoaKHhIQdOnK2o8rP7rkNbUYmAFkFMIRV95rpwLnC8ktSmRLLUFBMK8KBpJ8LAe07E7EaDk-skk7QuMLpkkwWx4nMI7CpKG-6GCPwhrTpnTxU0sHgVyHoehkZXHeEGv9aHfmGWKQNtYfaF9Z71HT5K3b6dXydWnVN8YNldPQ7c92oZS7IzpS1P-vFFkbpx2n5KmE4cF2q4De40L9xL6CfphSKXMEJil8cQGmnzFOb4Vcb8n19QxeFgksLXDpYRf7J5c46jEOme3yJKgl5Okkab0sC-Vb5UB-ERyUDhGZI_SKxT6p7DzUbM1Fl64Jc8re6FaRCZxxv3FH7A81M-qhdLzs2COyN9DlIzUvbYyzz_kF7vTgw0MFQy_x2xXTPPR0vH4HoNF_hBCCE0md7SfJuSdcQCYByP96H8R89DQdIy01SNtHFiy2SzJftLQBrkWJdbFR-er_lzxSBaPq9sBCAQ3FR54-qdnCl1BZi2RFKvHlyovvS43uHii_vl4LwynJu_xk%3D&cs=1_9b323459&s=224&t=JA&pos=103&cpc=0C139D4CAD5A6DB2&ja=408967590&guid=0000019e605e6837b048db34733f453a&jobListingId=1010140990587&vt=e&cb=1779735880028&ctt=1779735904342&srs=EMAIL_JOB_ALERT&gdir=1
Hy-Tek Intralogistics; Software Developer II; ; 5/25/26;Open; 5/25/26;; https://www.linkedin.com/jobs/view/4414373041/?trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_0_jobid_4414373041_ssid_14583149772_fmid_mw6pip~mpk2m59b~j9&refId=iRhyG9dYkAtz0bpzxsM1NA%3D%3D&trackingId=faO97%2FIOmIcYrwSb9sD0%2Bg%3D%3D
Aptive Resources; Senior Programmer; ; 5/25/26;Open; 5/25/26;; https://www.linkedin.com/jobs/view/4418198777/?trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_4_jobid_4418198777_ssid_14583149772_fmid_mw6pip~mpk2m59b~j9&refId=iRhyG9dYkAtz0bpzxsM1NA%3D%3D&trackingId=PfkuIX%2FMXGzvWzflFA4bQA%3D%3D
Navitus Health Solutions; Sr. Developer, application Systems; 85-104k; 5/25/26;Open; 5/25/26;; https://www.linkedin.com/jobs/view/4418180764/?trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_5_jobid_4418180764_ssid_14583149772_fmid_mw6pip~mpk2m59b~j9&refId=iRhyG9dYkAtz0bpzxsM1NA%3D%3D&trackingId=mIkYjy1NXVTIUaiLoud5Xw%3D%3D
Function Health; Senior Full Stack Developer; ; 5/25/26; Rejected; 5/26/26; Rejection Received; https://jobright.ai/jobs/info/69a0504c0836fe79d86132cc?utm_source=1025&imp_id=3673496432511879909__digest_job_alert__1779642171747_9190&utm_medium=email
Kodisoft LLC; Dotnet Developer; ; 5/26/26; Rejected; 5/29/26; Rejection Received; https://www.linkedin.com/jobs/view/4419132106/?alternateChannel=search&eBP=NOT_ELIGIBLE_FOR_CHARGING&trk=d_flagship3_search_srp_jobs&refId=RSlIyQ%2FWW3KP86Zpnq9vlA%3D%3D&trackingId=Wskn4oK9WGAGR2p%2FnxI8rQ%3D%3D
Peaple Talent (Spaghetti Bridge?); Application Developer; ; 5/26/26;Open; 5/26/26;; https://www.linkedin.com/jobs/view/4418229459/?alternateChannel=search&eBP=NOT_ELIGIBLE_FOR_CHARGING&trk=d_flagship3_search_srp_jobs&refId=RSlIyQ%2FWW3KP86Zpnq9vlA%3D%3D&trackingId=GGFms9xhVyM9F6reuWnFuQ%3D%3D
Global IT & Consulting Services; .NET Full Stack Developer (WinForms); 50-70/hr; 5/26/26;Open; 5/26/26;; https://www.linkedin.com/jobs/search/?alertAction=viewjobs&currentJobId=4416729423&distance=25&f_TPR=a1779711981-&f_WT=1%2C3%2C2&geoId=104571664&keywords=application%20developer&origin=JOB_ALERT_IN_APP_NOTIFICATION&originToLandingJobPostings=4419132106%2C4418229459%2C4389426100%2C4419170201%2C4417892812%2C4398773344&savedSearchId=14583149772&sortBy=R
InfiCare Technologies; .NET Lead; ; 5/28/26;Open; 5/28/26;; https://www.dice.com/job-detail/ca8956f4-6364-493c-8af4-e0134b2a4e51
Syms Strategic Group, LLC; C#/.Net Developer; 85-115k; 5/28/26; Rejected; 5/29/26; Rejection Received; https://www.indeed.com/viewjob?jk=0b23d3613774bb01&tk=1jplk595rglj1801&from=serp&vjs=3
Buxton Company; Back End Software Engineer (C#/.NET); ; 5/28/26;Open; 5/28/26;; https://www.indeed.com/viewjob?jk=2a92e42a1c13dfa3&tk=1jplk595rglj1801&from=serp&vjs=3
Ampcus Inc; Senior .Net Application Developer [NFCUJP0016992]; ; 6/3/26;Open;; Received e-mail about remote long-term contract position.  Looks very interesting, responded that I am interested.; pawan.jaiswal@ampcus.com
Motion Recruitment; Senior PCD Support Technician; 35-40/hr; 6/3/26;Open; 6/3/26;; https://motionrecruitment.com/tech-jobs/knoxville-/contract/senior-pc-support-technician/873768?utm_source=appcast&utm_medium=feed&utm_campaign=ziprecruiter
