Company;Position;Rate;ApplicationDate;Status;StausDate;Note;Link
Workiva; Staff Software Engineer (R1497); 139-207k; 3/10/26; Rejected; 4/10/2026;; https://www.glassdoor.com/job-listing/staff-software-engineer-workiva-JV_KO0,23_KE24,31.htm?jl=1010057738181&utm_source=jobalert&utm_medium=email&utm_term=jatimepostedcontrol&utm_content=ja-jobpos5-age3d-1010057738181&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jjad4fttl01c801-204e7d3be7c91807&cs=1_d4f70181&s=224&t=JA&pos=105&ja=388890994&guid=0000019cd49eaf6f8a8c554f8366a165&jobListingId=1010057738181&vt=e&cb=1773097074880&ctt=1773148965692&srs=EMAIL_JOB_ALERT&gdir=1
Crash Champions; Software Developer (FullStack); 135-145k; 3/10/26;Open; 3/10/26;; https://www.linkedin.com/jobs/view/4366212435/?trackingId=VONd03lna4eWGoy5UEm3tA%3D%3D&refId=TKA1D4CysJoRBroFRF4DwQ%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=0qV2cte6eYWY81&trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_3_jobid_4366212435_ssid_15257593100_fmid_mw6pip~mmjpq095~zn&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_3_jobid_4366212435_ssid_15257593100_fmid_mw6pip~mmjpq095~zn-null-mw6pip~mmjpq095~zn-null-null&eid=mw6pip-mmjpq095-zn&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWU0YjQ4NmNjZDg0ODk5YWI4NzZiN2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThiN2NlZjA3YmZiY2JjMTZiZWI4MzA1ZDY5OTM3MDNlMjA0Y2NlMjNjM2YwN2JkZjcsMSwx
SAIC; Software Engineer; ; 3/10/26; Rejected; 4/10/2026;; https://jobright.ai/jobs/info/69af2e8edfaeda6ff597432d?utm_source=1121&imp_id=3673496432511879909__instant_push__1773089975905_3081&utm_medium=email
PeopleFluent; Software Engineer; ; 3/10/26;Open; 3/10/26;; https://jobright.ai/jobs/info/69aee543dfaeda6ff596ea18?utm_source=1121&imp_id=3673496432511879909__instant_push__1773089975905_4365&utm_medium=email
Sayva Solutions; Senior Software Engineer; 140-160k; 3/10/26;Open; 3/10/26;; https://www.linkedin.com/jobs/view/4302528392/?trackingId=3UXNw13EEwhTac2Zknkgsw%3D%3D&refId=hZjAi4cnRanWaUOx%2BuQKTA%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=0y8lGmtnVYXY81&trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_1_jobid_4302528392_ssid_15257593108_fmid_mw6pip~mmko0l1s~d&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_1_jobid_4302528392_ssid_15257593108_fmid_mw6pip~mmko0l1s~d-null-mw6pip~mmko0l1s~d-null-null&eid=mw6pip-mmko0l1s-d&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWU0YjU4YWNlZDU0MTkwYWI4NjY4N2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThjM2IxODE1Y2Y4ZDc5YzY5NDRiNDY4ZGZhNjgxMzA0MjQ3YTkzYjA3OWI4OTc3ZmMsMSwx
Sirius Point; Sr. Integration Engineer; 125-150k; 3/10/26; Rejected; 4/10/2026;; https://www.glassdoor.com/job-listing/sr-integration-engineer-siriuspoint-JV_KO0,23_KE24,35.htm?jl=1010057540295&utm_source=jobalert&utm_medium=email&utm_term=jatimepostedcontrol&utm_content=ja-jobpos12-age3d-1010057540295&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jja4oneii9cg800-a476b32ebbd3f63e&cs=1_2e186792&s=224&t=JA&pos=112&ja=396299206&guid=0000019cd3f9ad338e5598b283658b0e&jobListingId=1010057540295&vt=e&cb=1773088300869&ctt=1773158686379&srs=EMAIL_JOB_ALERT&gdir=1
Dcode Talent LLC (Orlando FL); .Net Lead Developer; 60-79/hr; 3/10/26;Open; 3/10/26;; https://www.ziprecruiter.com/jobs/a/b?lk=S3nsdn4E-RLSqw_RoUuWPw&tsid=111000153
Lorven Technologies; Senior Developer - 100% Remote (64134); 5-73/hr; 310/26;Open; 310/26;; https://www.ziprecruiter.com/jobs/a/b?lk=qzIrplzRjdmBdIV9uiFcdg&tsid=111000153
Evolver; .Net Developer; 125-150k; 3/10/26;Open; 3/10/26;; https://www.ziprecruiter.com/jobs/a/b?lk=R7VpgAuMVr7tIUiHfUv6mw&tsid=111000153
Solution Street; C# .NET Core Architect; ; 3/10/26;Open; 3/10/26;; https://jobright.ai/jobs/info/69af14507495006450938157?utm_source=1121&imp_id=3673496432511879909__instant_push__1773084928744_3669&utm_medium=email
Motion Recruitment; .NET Developer / Microservices/ Knoxville, TN (Tegna?); 80-130k; 3/10/26;Open; 3/10/26;; https://motionrecruitment.com/tech-jobs/knoxville-/direct-hire/dot-net-developer-microservices-knoxville-tn/868042?utm_source=appcast&utm_medium=feed&utm_campaign=ziprecruiter
ReSound; Software Engineer (Glenview, IL) (Remote); 90-125k;3/10/26; Rejected; 4/10/2026;; https://jobright.ai/jobs/info/69aef51774950064509363b4?utm_source=1025&imp_id=3673496432511879909__digest_job_alert__1773080948628_5041&utm_medium=email
Vista Applied Solutions Group Inc; Lead Dotnet Developer; ; 3/10/26; Rejected; 4/10/2026;; https://jobright.ai/jobs/info/69aeda0274950064509337b7?utm_source=1025&imp_id=3673496432511879909__digest_job_alert__1773080948628_5041&utm_medium=email
Regal Cinemas, Inc; Software Engineer; ; 3/10/26;Open; 3/10/26;; https://www.ziprecruiter.com/co/Regal-Cinemas-Corporation/Jobs/-in-Knoxville,TN?lk=eSVP7xCosq31Sd1TnbM4KA&radius=50
Experis (Mayfield OH); IT Software Dev Test SR; 68.57/r; 3/10/26; Rejected; 4/10/2026;; https://www.indeed.com/viewjob?jk=e234800798e5961f&q=c%23&l=Remote&tk=1jjbkib3egdln8a6&from=web&advn=7107834286822887&adid=444122158&ad=-6NYlbfkN0AEFElgJvH0khGA9zFQnp2BxzQ0kZOw7TdbpWENTeb18Hk82MYBYUAF7ONnkexcjBIflEWhAw5Jq5IyoqcfGW8rZ0U15t9PfJ-99DQtRN5YNxyzyYBptcEHMX_8oLDamLyR0Recs9fhSst-7nuTfo5cMAdNEfek72Ttj76AKsUQywhi2iaESb_4VHaFEbuGERyOUlVglfWWARYXEC8o6_lCP-21NCkWL9dj8BWiXqoqyDybVfWnW3Gf9w2qAkIKWAgG0bvJsqg4XvQz6jFINR36aJ0ku9wp4fpEkJN10tkXqihhhxl4aCHU3W4UPZUlA0jvmkMVDUbVxherU6fEWusxOuPHV3OOIkuor3FS3OeKNBzeQ9K1TUszVXfeFqoJfsW2MNhLXLn26N4bUYPAJIj7jSvemer6vHzS88j_q2uBZVSUhjRTiBPGkTgbitXFZ3m0XW3UjYL1tfF8TcCFubN6k9HJqumKxyU-2uWErx4GbIvwEu4FIzAJPaY83XSqJi2eElYDSB2nl9j7BdxwG_g9W76IFKpBAzajV13r4czAxA%3D%3D&sjdu=i6xVERweJM_pVUvgf-MzuahU3L03vVlm8tUVyaiMNN22MkadPjCOhKNcqWBenvUSCKsC-D7o0huJdrztjnO7FUYHlijytFJWtDQ3VYDbH2M&acatk=1jjbknfqogf9b802&pub=4a1b367933fd867b19b072952f68dceb&camk=ethIe0s0hed4pI8YCliZWw%3D%3D&xkcb=SoAN6_M3mrhGsuyLDh0DbzkdCdPP&xpse=SoDM6_I3mrhSIZSLLx0PbzkdCdPP&xfps=834bdad6-4b5f-4120-81c9-0014de489840&vjs=3
Tuesday Health (Charlotte NC); Software Engineer; ; 3/10/26;Open; 3/10/26;; https://www.indeed.com/viewjob?jk=8cee81878df5c881&tk=1jjbkib3egdln8a6&from=serp&vjs=3
Akidev Corporation; Senior .Net Full Stack Engineer (26-00078); ; 3/10/26;Open; 3/10/26;; https://www.dice.com/job-detail/6c13c2b2-605b-4ed8-8084-231467683617
Motion Recruitment Partners (Remote PA), LLC; .NET/SAP Integrations Developer; 130-140k; 310/26;Open; 310/26;; https://www.dice.com/job-detail/070d13f8-41c9-4129-83cd-0e25b908dde7
Kforce Technology Staffing (Remote - Boston, MA); .Net Developer; 55-65/hr; 3/10/26;Open; 3/10/26;; https://www.dice.com/job-detail/cfa413b6-25d2-4547-baf8-677fb92add7e
ORNL; System Engineer for Classified Networks (15923); ; 3/10/26; Rejected; 4/10/2026;; https://jobs.ornl.gov/job/Oak-Ridge-Systems-Engineer-for-Classified-Networks-TN-37830/1363093900/
Y12; Solution Architect (18694); ; 3/10/26; Rejected; 4/10/2026;; https://career-hcm03.ns2cloud.com/career?career%5fns=job%5flisting&company=CNSHCM03&navBarLevel=JOB%5fSEARCH&rcm%5fsite%5flocale=en%5fUS&career_job_req_id=18694&selected_lang=en_US&jobAlertController_jobAlertId=&jobAlertController_jobAlertName=&browserTimeZone=America/New_York&_s.crb=FDyokSZVN2A9cAXFKX4asBFDSZKIY72Do10k9Wu%2fTeY%3d
Installation Made Easy, Inc; Senior Software Engineer; ; 3/10/26;Open; 3/10/26;; https://jobright.ai/jobs/info/69b05918dfaeda6ff59a1060?utm_source=1121&imp_id=3673496432511879909__instant_push__1773165857107_3736&utm_medium=email
Tilt; Senior Software Engineer, Backend; ; 3/10/26; Rejected; 4/10/2026;; https://jobright.ai/jobs/info/6905231dff462851feffad2c?utm_source=1121&imp_id=3673496432511879909__instant_push__1773165857107_3736&utm_medium=email
Continuous; Software Engineer I - C# .NET; ; 3/11/26;Open; 3/11/26;; https://www.linkedin.com/jobs/view/4382444543/?trackingId=&refId=&midToken=AQE_3XQkBAKpjA&midSig=1sk0pYAefTZc81&trk=eml-email_jobs_application_rejected_01-similar_jobs-0-similar_job&trkEmail=eml-email_jobs_application_rejected_01-similar_jobs-0-similar_job-null-mw6pip~mmm25e07~ab-null-null&eid=mw6pip-mmm25e07-ab&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWU0YjY4Y2NhZDY0OTkxYWY4NjZjN2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThjMmZjZGM0ZmE1Y2Y5YjEzMzdjMzI5ZjMwMTlmMzE0ZTNlNzA5ZTI3MjM4NTZkNzMsMSwx
CBTS; Back End Developer (C#); ; 3/11/26;Open; 3/11/26;; https://www.linkedin.com/jobs/view/4382443579/?trackingId=&refId=&midToken=AQE_3XQkBAKpjA&midSig=1sk0pYAefTZc81&trk=eml-email_jobs_application_rejected_01-similar_jobs-0-similar_job&trkEmail=eml-email_jobs_application_rejected_01-similar_jobs-0-similar_job-null-mw6pip~mmm25e07~ab-null-null&eid=mw6pip-mmm25e07-ab&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWU0YjY4Y2NhZDY0OTkxYWY4NjZjN2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThjMmZjZGM0ZmE1Y2Y5YjEzMzdjMzI5ZjMwMTlmMzE0ZTNlNzA5ZTI3MjM4NTZkNzMsMSwx
Centrus Energy; Sr. Software Engineer; 99-150k; 3/11/26; Rejected; 4/10/2026;; https://eese.fa.us8.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/463
CACI International Inc.; ASP.Net Web Forms Developer; 82-172k; 3/11/26; Rejected; 4/10/2026;; https://jobright.ai/jobs/info/69b075f9dfaeda6ff59a5105?utm_source=1025&imp_id=3673496432511879909__digest_job_alert__1773213567394_8967&utm_medium=email
Pepperdine University; Developer, Application Development; 70-76k; 311/26;Open; 311/26;; https://www.linkedin.com/jobs/view/4381786551/?trackingId=AaSk93sMe6ZqcIKYN7HtiQ%3D%3D&refId=BLvfeKpMQUAkCX79AwHYMQ%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=1Fnyy_8rEsZs81&trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_0_jobid_4381786551_ssid_14583149764_fmid_mw6pip~mmm3gfyl~7&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_0_jobid_4381786551_ssid_14583149764_fmid_mw6pip~mmm3gfyl~7-null-mw6pip~mmm3gfyl~7-null-null&eid=mw6pip-mmm3gfyl-7&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWU0YjY4Y2M4ZDk0MzlhYTk4YTZmN2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThkNGY5ZGU2ZmExY2RiMTIwYzU4MDM5OWU3M2U0YWVlNmRmZDNjN2IyZmUyZDI3OGUsMSwx
New American Funding (NAF); Software Development Engineer II; 125-150k; 3/11/26; Rejected; 4/11/2026;; https://jobright.ai/jobs/info/69b0eb3a0b2db6275c05d7b2?utm_source=1121&imp_id=3673496432511879909__instant_push__1773203595830_3057&utm_medium=email
Alpha Omega; Sr .Net/Classic ASP Developer; 115-150k; 3/14/26;Open; 3/14/26;; https://jobright.ai/jobs/info/69a59f570da45516f16e4f28?utm_source=1121&imp_id=3673496432511879909__instant_push__1773502946827_2646&utm_medium=email
Envestnet; Lead Software Engineer; 139-231k; 3/14/26;Open; 3/14/26;; https://jobright.ai/jobs/info/6944ccb850bbaf765056e037?utm_source=1121&imp_id=3673496432511879909__instant_push__1773502946827_2646&utm_medium=email
Raval West; .NET Software Engineer; ; 3/14/26; Rejected; 4/14/2026;; https://jobright.ai/jobs/info/69b489b006c1ba00c54607ce?utm_source=1121&imp_id=3673496432511879909__instant_push__1773502946827_9819&utm_medium=email
AssistRx; Senior Software Developer /Software Developer (Full Stack, .NET Core); ; 3/14/26;Open; 3/14/26;; https://www.linkedin.com/jobs/view/4384266549/
Leidos; Sr. Full Stack Developer - .Net/C#; 108-195k; 3/14/26;Open; 3/14/26;; https://jobright.ai/jobs/info/69b4788506c1ba00c545e976?utm_source=1121&imp_id=3673496432511879909__instant_push__1773502946827_9819&utm_medium=email
Symetra; Software Engineer II - Remote; 97-161k; 3/14/26; Rejected; 4/14/2026;; https://www.glassdoor.com/job-listing/software-engineer-ii-remote-symetra-financial-JV_KO0,27_KE28,45.htm?jl=1010064607379&utm_source=jobalert&utm_medium=email&utm_term=jatimepostedcontrol&utm_content=ja-jobpos4-age1d-1010064607379&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jjmcdhsbg35t800-aa29cbf08526b306&cs=1_1b8de7e0&s=224&t=JA&pos=104&ja=378462087&guid=0000019ceca71d3f9944f36e9e1d8642&jobListingId=1010064607379&vt=e&cb=1773498976420&ctt=1773503881504&srs=EMAIL_JOB_ALERT&gdir=1
HCS; Senior Software Developer; ; 3/14/26; Rejected; 4/14/2026;; https://www.glassdoor.com/job-listing/senior-software-developer-hcss-JV_KO0,25_KE26,30.htm?jl=1010064165955&utm_source=jobalert&utm_medium=email&utm_term=jatimepostedcontrol&utm_content=ja-jobpos8-age1d-1010064165955&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jjmcdhsbg35t800-09a1603c7103c6a3&cs=1_3ecd6722&s=224&t=JA&pos=108&ja=378462087&guid=0000019ceca71d3f9944f36e9e1d8642&jobListingId=1010064165955&vt=e&cb=1773498976421&ctt=1773503942905&srs=EMAIL_JOB_ALERT&gdir=1
Purple Drive Technologies; .NET Developer (Blazor UI & API Integration); 46-59/hr; 3/14/26;Open; 3/14/26;; https://www.ziprecruiter.com/jobs-search?days=5&lk=PTSEYQTszT7kwsdTEFzxkA&location=Knoxville%2C+TN&lvk=X1irqlfV0EOGPZ2HUwA64w.--NvErZ254s&radius=50&refine_by_employment=employment_type%3Aall&refine_by_location_type=&refine_by_salary=&refine_by_salary_ceil=&search=.net
Clayton Homes; Software Engineer III; 101-134k; 3/14/26; Rejected; 4/14/2026;; https://www.glassdoor.com/job-listing/software-engineer-iii-clayton-careers-JV_IC1144400_KO0,21_KE22,37.htm?jl=1010065374229&utm_source=jobalert&utm_medium=email&utm_term=jatimepostedcontrol&utm_content=ja-jobpos1-agept-1010065374229&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jjl1e85v2jr6000-1daf049953fdffb5&cs=1_b89656cd&s=224&t=JA&pos=101&ja=377506142&guid=0000019ce9dc8242b45628584ce133a9&jobListingId=1010065374229&vt=e&cb=1773453910462&ctt=1773504280825&srs=EMAIL_JOB_ALERT&gdir=1
Robert Half (Morristown NJ); Sr. Software Engineer (C#, Python, React, Azure, DevOps); 145-150k; 3/14/26;Open; 3/14/26;; https://www.dice.com/job-detail/86d8a285-ef5f-4644-a005-2c6535545cf7
Purple Hires; Mainframe Developer; ; 3/14/26;Open; 3/14/26;; https://www.dice.com/job-detail/07f5524a-1c4f-4a0c-880d-1f82de0e7ed6
Proactive Logic Consulting Inc; Senior .NET Consultant - EDI/834 & Eligibility Modernization; 75-110/hr; 3/23/26;Open; 3/23/26;; https://www.indeed.com/viewjob?jk=4ffd6f90a1019a15&tk=1jkd8e6uhpqmf801&from=jobi2a&advn=6382315623421332&adid=457191068&ad=-6NYlbfkN0DZjMF8g6WBdmQ7lymhV5zj6LPzHvU8TZPHHNyjcCw8OkYhd9V3VfKcpVYm0eFnXDCUGFr_LjD0KwRsjs_SEJiiRiArAH0AMl0TbGUrmy2O7JIEV8d4fn4G_sdr8hPh81OdSNN3d-NLNkd8Q_h1khMmBmZqDHVJVQSlMg5zCLx1tmIbTZgrGnKY5BnJQKb8kKHAOevChG2Dg7_0mlAC3-6flzZ_92IKbAZ4p_vAgDTGR9Pf1bATxeHrOJ9SAjJaUOzVm2GcPs_8ywDkW7DHzW-8XNVxtI8jGBLkAlPgEw43ujejV-VG9rXoufS9PE_gqDgfxWwLZwEKEq76_TKMyvTT58z8OAr_xr4a09WrTKdrmgQIsiDX719KsQd8Xro306ySspZ4zAIs7AIpB4k_ycJWA7A-s9iZF0sSJh2NU17DeEc31Hp4XyZK_-34cGD7E_PmOs2OKU7gQiwjQ6jqaR3JbLCdgV-EHZMvEmmqdbguV0eRYXTqvcvpUBi8E1jsCGY99V-Vze9QxY44cNexOe1OX9uZUbZx20zCMn4I7MxkCsQb8X6flhXnCuz2f5XyvFrtRywgtH6sx-AUMA9Cda-ZSQeG3iSM0GID_3vGwz6FzPdibvblRRpM&pub=21d85ca573e478f5e659e48885c828920cace3277f6b99df&i2af=jobi2a_multijob-en-US_email&camk=UoKtGZLa3XIRTJZsWR7q4g%3D%3D&jrtk=5-cmh1-1-1jkd8e63giako805-4ffd6f90a1019a15&xkcb=SoCm6_M3lNY3P9b3oh0ebzkdCdPP&xpse=SoCm6_I3lNd2aSSenJ0PbzkdCdPP&xfps=fbea7be9-e2d0-4737-a7ec-f186f65a899b
Mango Chamba LLC; ASP.NET Developer (Blazor); 40-55/hr; 3/23/26;Open; 3/23/26;; https://www.indeed.com/viewjob?jk=bf902dbc3a19d25d&tk=1jkd8e6uhpqmf801&from=jobi2a&advn=4957794188523296&adid=459104468&ad=-6NYlbfkN0CDASWRAaq_m7X7Fp9EF1LBLSouwGW8o-Rc0xVZg1IM-fZvJ37mde63_YpIls11DMPjEvjewqNzEP3nCMby5bZTLHw1U0LEVnI5dMg6mE_2uvgwBOGzJGo25UTq6G7Tne3T6d9lybv9ha2ziQCAYTLcdR-LZVhjFiVPhXuZ77sG5yqigP5Zk1ta7OC2-OKBNGDRkryZK-el5FOZiuN1d6XPDEEnps3vxMfZ9EBRz3oNTMQk0ksvhxpS29diNxxCUReHV6iPmvhDLGEwRn19_O6PUgARejQA9z3IXEh6kuvqSAdfDWAn6LNFHFvPosHv7C6ZZM8ZjryDnGhBMRQvzH_4mRUQY0d-jLJljmGv94AIE-LwXgaarPGbubGRxgUYAy-WPc2p4QCKmOMG30dBwPaO6NP7VDStIMpIaLpxtaGOdCsYXlzBrHYK0myz_LjW0scA_gk-Mubg23VRuAS5-p4JM0ve6U6adGNL37NPZQHlgFCcdLa0fawbyDZ71y8qouGCfPXO3kQEYE4TCIOo9QUzkLcc2b_EA8GbtwYhDhiRP-Q4Tm3GVd7uEiZYIbeJMQ2dixgrul0WCtvaNkse9U1xgYFz-4h0aoV3pFjNuNS-zkj8bQW14jQg&pub=21d85ca573e478f5e659e48885c828920cace3277f6b99df&i2af=jobi2a_multijob-en-US_email&camk=UoKtGZLa3XKGf5V2Zu80ZA%3D%3D&jrtk=5-cmh1-1-1jkd8e63giako805-bf902dbc3a19d25d&xkcb=SoDS6_M3lNY3Py73oh0QbzkdCdPP&xpse=SoBJ6_I3lNd_Klyxdx0PbzkdCdPP&xfps=9c53313e-6c59-4b8c-bdfe-503b71e51c66
Akkodis Group Nordics; Software Development Engineer; 55-90/hr; 3/23/26;Open; 3/23/26;; https://jobright.ai/jobs/info/69bfe2702c312363dcd29c59?utm_source=1121&imp_id=3673496432511879909__instant_push__1774237737766_403&utm_medium=email
Friday Harbor; Backend Software Engineer; 130-160k; 3/23/26;Open; 3/23/26;; https://jobright.ai/jobs/info/69c07fce79e36d3a847ccf8f?utm_source=1121&imp_id=3673496432511879909__instant_push__1774223641189_2352&utm_medium=email
Experis; Senior Developer; ; 3/23/26;Open; 3/23/26;; https://www.linkedin.com/jobs/view/4386106521/?trackingId=wwF%2FzWyeJ9yEk%2BqQ4%2FPkCA%3D%3D&refId=bMMVB%2BDUGzqTehDfE1q5Mg%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=3izjhw2Ihkdsc1&trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_2_jobid_4386106521_ssid_14583149772_fmid_mw6pip~mn2eqf8a~ou&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_2_jobid_4386106521_ssid_14583149772_fmid_mw6pip~mn2eqf8a~ou-null-mw6pip~mn2eqf8a~ou-null-null&eid=mw6pip-mn2eqf8a-ou&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWUzYjY4ZGNkZDI0OTllYWU4ZTY4N2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThiNGYzYzE1ZWJkY2VjYjZhYTE3NzQyOTQ1NDAyOGRlODBiMzc1MGU3ZTViY2QzOWQsMSwx
BeatStars; Lead Back-End Engineer; 192-249k; 3/23/26;Open; 3/23/26;; https://www.glassdoor.com/job-listing/lead-back-end-engineer-beatstars-JV_KO0,22_KE23,32.htm?jl=1010073005393&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos1-age1d-1010073005393&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jkbsljsr2es6000-b3658bee3cd23628&cs=1_27088964&s=224&t=JA&pos=101&ja=388890994&guid=0000019d17a3119b9dc13b49a0279c79&jobListingId=1010073005393&ea=1&vt=e&cb=1774220660923&ctt=1774269461917&srs=EMAIL_JOB_ALERT&gdir=1
Orca Intelligence; .Net Developer; 100/hr; 3/23/26;Open; 3/23/26;; https://www.glassdoor.com/job-listing/net-developer-orca-intelligence-JV_KO0,13_KE14,31.htm?jl=1010073425283&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos2-age1d-1010073425283&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jkbsljsr2es6000-351259dd4d0bc4b3&cs=1_6b42e7fc&s=224&t=JA&pos=102&ja=388890994&guid=0000019d17a3119b9dc13b49a0279c79&jobListingId=1010073425283&ea=1&vt=e&cb=1774220660923&ctt=1774269467099&srs=EMAIL_JOB_ALERT&gdir=1
Blue Mountain Quality Resources; Remote Software Engineer; 62-100k; 3/23/26; Rejected; 4/23/2026;; https://www.glassdoor.com/job-listing/remote-software-engineer-blue-mountain-quality-resources-JV_IC1153370_KO0,24_KE25,56.htm?jl=1010070150314&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos7-age4d-1010070150314&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jkbsljsr2es6000-48feb114b0a03c8b&cs=1_3cde0a06&s=224&t=JA&pos=107&ja=388890994&guid=0000019d17a3119b9dc13b49a0279c79&jobListingId=1010070150314&ea=1&vt=e&cb=1774220660923&ctt=1774269489597&srs=EMAIL_JOB_ALERT&gdir=1
Hyatt; Senior Product Engineer (Remote Opportunity); 115-145k; 3/23/26; Rejected; 4/23/2026;; https://www.glassdoor.com/job-listing/senior-product-engineer-remote-opportunity-hyatt-corporate-office-JV_IC1128808_KO0,42_KE43,65.htm?jl=1010072846690&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos10-age2d-1010072846690&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jkbsljsr2es6000-2bed15d2d90e0d1d&cs=1_c4f76f18&s=224&t=JA&pos=110&ja=388890994&guid=0000019d17a3119b9dc13b49a0279c79&jobListingId=1010072846690&vt=e&cb=1774220660921&ctt=1774269508249&srs=EMAIL_JOB_ALERT&gdir=1
mPulse Mobile; Software Engineer; 138-147k; 3/23/26; Rejected; 4/23/2026;; https://www.glassdoor.com/job-listing/software-engineer-mpulse-mobile-JV_KO0,17_KE18,31.htm?jl=1010069196895&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos7-age4d-1010069196895&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jkbk7hrmgb2n801-f8c665c0ea5ebab3&cs=1_f3568d92&s=224&t=JA&pos=107&ja=380629936&guid=0000019d16fe5997bef55fa9e923d4d4&jobListingId=1010069196895&vt=e&cb=1774211811472&ctt=1774269864203&srs=EMAIL_JOB_ALERT&gdir=1
Mastercraft Boat Company; Software Developer; ; 3/23/26;Open; 3/23/26;; https://www.linkedin.com/jobs/view/4388392835/?trackingId=cCD%2FTNVIvPT4C88V0LjPEA%3D%3D&refId=D8RIeqOc%2FrqT0jPkhsE%2FKQ%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=2wAeuArO-QbYc1&trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_1_jobid_4388392835_ssid_14999231100_fmid_mw6pip~mn0zakgt~j1&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_1_jobid_4388392835_ssid_14999231100_fmid_mw6pip~mn0zakgt~j1-null-mw6pip~mn0zakgt~j1-null-null&eid=mw6pip-mn0zakgt-j1&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWUzYjU4Y2M4ZDg0ODk4YWQ4YzYzN2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThkMWMwODA2ZWYyZDk4NDJhYjhlMmJkMjdiYTg5OTE1ODRkYTJlYjE3NzM5MWYzMzIsMSwx
